id,pet_id,label,breed_label
d8ffa347-8145-5cd4-9869-af2ebf5c104f,[485],1,[29]
5de9f1e6-f99b-583c-a762-d7f641989678,"[2371, 1277]",2,"[3, 21]"
270f2ad8-1aaa-5cd1-9039-a6d7fe309fcc,"[3693, 357]",2,"[4, 21]"
76c4e119-6538-5d2c-b183-2958911c94aa,[6322],1,[33]
a0d88ab4-b239-59f4-94b6-99bd431e4361,[5967],0,[0]
016362cd-3de0-5777-9a9e-01bff9ffc43e,"[644, 3443]",2,"[1, 20]"
d7968327-20dc-5816-921f-7cbffbe21386,[2200],1,[23]
7e4881dd-2df1-51a2-9c2b-e1a29bee81a0,"[6290, 12]",2,"[7, 30]"
d4acbbf3-b36a-51df-9861-0b3f7c50ae9b,"[5512, 5478]",2,"[4, 21]"
bb335adb-afb5-57c4-9271-8f9ed790ecd4,[5933],1,[21]
33ce2b56-4dc6-55eb-ad92-800606ae365e,[3382],0,[2]
d6118dcc-792f-5a26-8a31-628735d284ce,[396],0,[6]
48f88175-af78-5f4c-8c6f-c5c5d977ef7a,[6143],0,[6]
eed03b8a-7d89-5323-8b94-db39b2c005a0,[3678],1,[23]
ca7b459d-151c-54cb-aab6-0399a4b1ca91,[410],1,[27]
b347ed01-d862-5cac-be45-a492eb32277d,[908],0,[8]
4c81c036-8c49-5548-9414-abefd7f098fc,"[457, 2814]",2,"[10, 36]"
fd28c7c9-e220-5625-9c96-ebd5b299a33b,[780],1,[36]
011ff6ef-b656-57d9-bdd7-708dc239d9ac,"[1138, 2084]",2,"[8, 21]"
f98e362f-1eaf-51ac-8433-3c1e4bdd4905,[1892],0,[5]
4d329395-37d5-53fa-8da0-e319c13e4a3a,[5496],1,[17]
a3a7584a-f776-56cd-a03f-836ddbe4e185,[2831],1,[29]
dea64352-e762-5417-81df-992990fb5c94,[3091],0,[4]
d0e1c960-6477-5755-b622-daeb9f7e1dff,"[177, 3705]",2,"[9, 28]"
6951b9fb-4d04-54c8-a16c-3258cff6a9e2,[6204],1,[19]
095554aa-4321-53bc-9175-4d4c12a617d1,[6050],1,[17]
0536cafd-30af-59b4-98ed-67c4e2d762db,[2401],0,[2]
4df9dafb-f561-5fff-aa60-68353b0c0c89,[783],1,[35]
2d58c06b-53e6-5797-b2d0-3aec16b9fe63,[4348],0,[10]
c99e8697-8a93-5ec9-936d-361b9c19cf7d,[6028],1,[22]
58b705a2-4631-50d2-bcb5-a6ac2eb2d69d,[4086],0,[9]
1b5c8874-2669-5b8d-94f5-d2262e3dabec,[576],1,[30]
2de5b7f8-8c9e-5081-8603-11f20e2a73e2,"[2502, 571]",2,"[10, 21]"
71b0c37c-37ff-5895-b8a4-d55e5c8066a6,[6934],1,[18]
6569658a-6c7e-5a76-b9cb-6889724e8be1,"[475, 27]",2,"[9, 34]"
8405fb84-f242-53c5-9dca-47f681a6fc79,[270],0,[1]
1cc67de7-9192-5cf1-9d84-a1a9a68e5d61,[2434],1,[22]
dd9e09f2-8d78-5bcb-8873-d52c6ed83d1b,"[4, 5]",2,"[7, 22]"
a79c7dba-1ed5-52fc-96ee-62bb3c33e24b,"[1699, 851]",2,"[11, 20]"
a2594dee-c34f-5a08-a741-7a73bcd9dbaa,[1391],1,[16]
4ee3fcd1-82c7-587a-8cbd-99506aa67bef,"[572, 573]",2,"[1, 16]"
8ae4a78c-8c41-5c44-9ead-cef153cba359,[5595],1,[12]
58285c7d-6fbe-5d9a-a9ae-39f14863486f,[7280],1,[22]
ccf629d9-4541-5aba-924f-4ce69da657fc,[6778],1,[34]
0d898d18-387f-5b9f-851a-3353639685ba,[232],1,[29]
c1b9a222-8fa9-51ba-a89f-9a8b2a8d878e,[1641],0,[7]
e0b812de-01f1-522f-aacf-74b4130cb260,"[2345, 1153]",2,"[3, 17]"
24c69a95-f13c-54d8-86c2-82a414e1e72f,[1472],1,[35]
edab0e21-3165-583d-b914-7ca7a0491aab,"[1981, 3918]",2,"[7, 31]"
6f145aaa-9e56-56f4-80f2-fae2db778a3f,[2786],1,[16]
67dd06fe-4bf1-5213-9c09-d004b90db1b7,[5958],1,[20]
ac726b84-5885-5cf2-a8e9-98f243da2c94,[824],0,[5]
bf17b5ef-6c21-57ed-a0fa-1f9e48d2aea5,[6057],1,[18]
b9b63fed-58cd-531a-a5b8-97515497c03f,[4329],1,[24]
46a0114f-1389-5b08-9d7f-8e8dae794ee0,"[3064, 2846]",2,"[2, 25]"
8acb5caf-51f0-5f81-96d0-c8c4d8b2a6f2,[4049],1,[19]
6f396b46-1656-56ae-874e-9e38a30492b4,[3250],0,[0]
616f820d-445f-50ce-baed-52f14f6dc1f9,[5497],1,[13]
0bbbc834-d5fb-5ee8-8bae-d3da60b53592,[5024],1,[32]
0a6506fb-07ce-5a38-b639-0d3642ffb5a8,[6502],1,[34]
11691139-5db5-5feb-b480-94191bd5cfe8,[308],0,[9]
50ec31dd-6e90-59a4-af68-fa54b28f75dd,[123],1,[18]
1e2e98c9-5536-59de-bb62-dd86d4b286f7,"[2246, 2247]",2,"[7, 25]"
0fecb587-bf0d-560b-b48f-8db3c711b4ce,[1565],0,[3]
bc50d49c-00f1-56a7-8592-0fe0515e69b5,[700],1,[33]
b30883b2-9448-5a73-9d30-1a3117c7fb32,"[1403, 1404]",2,"[6, 26]"
8673d63f-dec2-54b2-84ef-bee88a93ae29,"[6457, 1996]",2,"[4, 20]"
6d4445c7-8d5f-5e08-9419-2f568eb456c3,[5897],1,[32]
dc43e58a-2e4b-56cd-92e3-4bbfa69f3634,[2045],1,[19]
12ea7da2-53da-5775-a9a4-76cf282ac156,"[946, 295]",2,"[11, 15]"
5e0a6220-fdc9-5899-917c-0bf3c5d400a2,[3920],0,[5]
1e1ad0d4-04ca-5e0a-93db-990edbcdb487,[5377],1,[36]
bf2c358e-cf19-5302-b57f-493818369675,[2589],1,[26]
f5ae7847-f8d8-5e37-b5a7-3f0bb892c59a,[2991],1,[31]
0d194c82-bfb4-578a-b71e-153be4bb96f6,[3276],1,[21]
dac32b92-761f-5d9d-b5fe-51bbe1a9fba5,[7336],1,[29]
99116a7c-39a2-52a8-950d-150b93fd7a76,"[705, 2338]",2,"[1, 20]"
df81a994-3611-5c4c-a1dd-0cb9fc9ce0f2,[1907],1,[27]
16d078c0-6316-5382-ab13-b2774e0e8ac0,[1421],0,[8]
5b2d3b13-3a39-5d95-913f-3d3ec0f816a1,[5132],0,[5]
6311d222-c86d-52bb-b87c-2fda6a350738,[4228],1,[12]
ac1aab05-1107-540e-a35b-176872844c90,[2691],0,[4]
bc923523-3a59-5e90-a8ae-7424409fc158,"[3724, 1355]",2,"[4, 12]"
b0671655-b16b-5e01-bd7f-95674f6001c8,[5894],1,[26]
5dee488d-21dd-5559-be93-7bf3ba35ab11,"[1468, 365]",2,"[10, 27]"
5f85d4a7-44a6-5ec0-a926-b02639738946,[1768],0,[8]
d301336f-9a14-5590-8f3d-c68117ae8842,[6977],1,[30]
23a3d667-7026-5081-9f77-ca98782245cb,[5564],0,[7]
2e0b5ac2-8e77-5271-87e1-834f8ac03ec0,[4372],1,[20]
d0110952-4628-5f1b-9e7e-0fd3d23ad3cf,"[4209, 5165]",2,"[4, 26]"
1aa11392-31a3-50c6-9b5f-cb6a4ecbf4af,[3225],1,[27]
2628a32b-9a7e-5ad0-8c6e-d946b3baeb49,[4140],1,[13]
18bb0320-ed58-5cdc-bb38-070fbbdd1abf,[4503],0,[3]
c4505891-c636-5c5a-a0ce-7c97baf5eb3c,[7249],1,[16]
87788062-ad5d-5203-a4f7-91ed96635e52,[4998],0,[10]
56f5ac5f-f672-553e-87f8-628e139608b5,[3027],0,[7]
0a28a3da-073b-5ee8-989f-4114f8b1224b,[5317],1,[22]
f2cb5260-fa21-548d-b5ad-256b19fe2b20,"[1954, 4040]",2,"[0, 28]"
431d44ce-c3f1-568a-9307-be0bb5892494,"[296, 669]",2,"[4, 16]"
8df40494-a088-5463-9bfd-413147686fbf,"[1599, 6507]",2,"[3, 33]"
c9690cd9-4c6b-56a2-b1af-1b70839a732a,[1321],0,[5]
334b67b6-d3eb-5c00-8905-2dc4d67cbd5f,[6160],1,[36]
be4e44cb-0f71-59d9-a5ff-29f50197a118,"[1743, 4108]",2,"[10, 23]"
3ed25a5f-7fcd-542c-808b-d11b05c161dd,"[2060, 2061]",2,"[5, 14]"
6fd7be86-1924-5a95-9506-9499ccb8ad30,"[3163, 2408]",2,"[10, 26]"
40173a05-118b-5c6e-babb-1537dc9b9c78,[7092],1,[26]
24707d0e-1775-543e-a3fb-caef3e16b2e0,[4711],0,[8]
c5737bf1-f77b-5d4d-b57a-211a3f6ce413,[4366],0,[2]
3d449b4f-5d23-5c6b-9bd5-dfc02b719d4e,[2428],1,[34]
e41187a3-2138-5f8e-a8c5-83babf43bec1,"[222, 507]",2,"[7, 28]"
0f7ec8be-9d32-595b-bdd8-d9961a1c19a0,[2431],0,[3]
1a30be02-5906-5b58-9a44-14e62a8a423a,[2037],0,[10]
03aa10d0-e7f4-55f4-a2c2-33edf5409395,[4975],1,[31]
e975f714-2d53-5c1c-8753-d9bc7f706a2d,[1222],0,[0]
4099458e-1bdd-53e6-808d-58246b19432a,[4250],1,[29]
c580aaed-aaa6-5533-8ac8-76a12855f0fc,[6840],1,[17]
1e968709-3800-535c-83d7-b97a455bf050,[1140],1,[26]
82ee37c0-07f9-5be8-a951-4ed9f1fb3e3e,[37],1,[28]
bc1f9e89-c29a-5a82-ac61-aee094d87db6,[782],0,[3]
25570f09-0eb0-5fdf-811f-11778fae584a,[2622],1,[22]
d32eaea9-f0f3-57d7-b72a-f9b4dd78bdc4,"[3299, 1584]",2,"[5, 31]"
fb8c545b-8e33-5350-87db-821ba1a8ebd5,[235],0,[10]
50d2d163-950a-53a1-a471-385e06b5ddb2,[2510],1,[22]
aeec913e-5faf-5789-9f2d-cc782b25bde3,[4567],0,[0]
76fe2b39-58d0-56b8-941f-5e200a0c8fa3,"[6248, 5786]",2,"[3, 20]"
6ca2ddb5-18f6-5420-b880-043a7c598328,[4671],1,[19]
a1fe095d-2fc8-5499-8cd5-d4805c12cbac,[6405],1,[30]
21975155-a63e-51fe-8f17-2102628cb670,[7005],0,[2]
989020c8-9dcf-56d2-a4f4-21c71e1cf0f7,[690],0,[7]
e0233967-3f0b-50af-98cc-1849b928a247,[6483],1,[36]
f3e6bb6c-2b85-5935-88b4-eae7136ea021,[7019],1,[27]
177d75ab-756d-571b-9ae4-9c574210b93a,[455],1,[36]
a28e2178-d546-5278-b047-eeafea09fccf,[1408],1,[23]
c1a72b96-82d7-5337-8544-c44fff7f409d,[7110],0,[4]
db3f3bf6-dd1d-5835-a05e-4202196eb765,[2213],1,[18]
cf797a75-4a95-5f86-9dfe-8d3b2d262f9a,[6772],1,[32]
7199277b-d2c6-5b81-970c-e02c78e199de,[5079],1,[31]
7543d004-2535-57e8-90aa-dc935cdaf663,"[1572, 2172]",2,"[4, 17]"
c3fe01de-5345-5828-a04f-66050efa3e50,[5221],1,[32]
4c4f228f-443e-5691-a795-38b6a01b1284,[4989],1,[14]
9267ebb2-4b85-52b4-b3a6-1f222b7c7763,[2300],0,[0]
14811234-f390-5350-88cc-d9cea86cfe7b,[6967],1,[36]
8265921a-0137-512b-aab2-731f2602414e,[6365],1,[16]
82b669d0-61c2-506d-9923-6dad875647a1,"[1421, 1422]",2,"[8, 12]"
0200a372-dec3-58ae-b787-97d5b86fab35,[3790],1,[14]
61c614a0-367f-5444-9e66-2a67248f160c,[1870],0,[1]
1b9db4cc-9898-51bc-b07c-a03e37362968,[5597],1,[16]
2c84b877-e1f0-5faf-b8d3-d0db53a730e1,"[3292, 3293]",2,"[8, 17]"
8d2ea326-ddc8-5dc0-bfdd-1e890fddde43,[6475],1,[29]
d8144b25-a064-5fb4-95a8-d6eb645a8b16,[3740],1,[17]
48d76b65-46bb-56d1-92f3-140e52311fed,[3201],1,[21]
e439af7e-6311-5c2b-a974-fae0d76ae682,[4792],1,[31]
c4498699-8a5a-53c4-9d03-bcb906051134,"[1159, 398]",2,"[2, 21]"
8407e89d-1327-5a1b-8868-8257c908b059,[1657],1,[19]
7e00316f-c86b-5d84-bcef-9064f337f663,[4664],1,[27]
c4dc71e0-9709-5270-b497-4237062ec055,[506],0,[9]
4efa0636-a63c-545d-b55b-73a30c50759d,[3025],0,[10]
19487081-fa5d-5eb9-8a74-f1d2eb09f424,[4247],1,[33]
9b7d42ac-183b-562f-ad8d-983614f4b5f7,"[173, 1214]",2,"[6, 31]"
ab855404-7370-58c7-a03f-71d7f447ef6e,[377],1,[14]
a243a448-0815-5c23-86ce-6b3b4cdd81fc,[994],1,[29]
69a5ba47-9467-5c3b-b017-dc40311042e8,[251],1,[21]
bec77df6-f3ad-5e0b-97e7-9280a3421af5,[6800],1,[34]
b8cf9039-69fb-51c5-9362-2b8c585f4062,[6637],1,[19]
efeabd84-46dc-5134-ae43-2ae1a348f1d6,[5199],1,[26]
70fdddd2-b2fd-5bbc-b2e3-728ff5f0891b,[2716],1,[34]
81e3b3eb-7627-5c0f-81cb-787fe9449b2b,[3856],0,[2]
25c67523-7332-5d7b-baaa-b9f51a172a8a,[6010],1,[27]
4a8c9ada-f916-5290-abc2-2176f28ce879,[1716],1,[19]
66efa7cf-d038-55ff-8e8d-bab7c38c44b9,[1833],0,[0]
1dd2873d-4edd-5715-b529-9e3d35c51f4b,[6274],1,[31]
e8f1fdfb-470b-5c8b-a6fa-77d212172acd,[2089],0,[0]
c693ad18-c106-5639-af3a-44ce77f7fee0,[1722],0,[10]
62d496da-beb1-5ba0-95ed-7931ebc8396a,[3130],0,[11]
d5493b97-af51-5cad-a1b1-8c540d9271e5,[3967],1,[13]
41b7ed1f-524a-5cf7-8c87-84a3d2f5b81c,[5732],1,[18]
f4325693-3d2a-57d4-8d1c-7d98d3f5c69b,[4879],1,[21]
7cc958a6-55e4-5958-a366-415c43cf07dc,[6113],1,[12]
3d1137af-d2ae-57da-ab11-4bc87a9c6e9a,[6373],1,[33]
d5acf8b2-f7fa-53a0-80c9-5400a5dc5079,[1488],0,[8]
eff13676-70c0-58fb-a187-2ed0d406ae45,"[346, 347]",2,"[11, 29]"
2abc88a7-01f6-5360-b96c-eadf83620c58,[555],1,[33]
9ead01f9-4b6c-53e5-b7ee-1899cf6f0b43,[1812],0,[9]
9f2c26d7-61cb-55a7-a0c8-b1dcafea68d4,"[1323, 5042]",2,"[8, 34]"
0cae73e1-3570-5e02-b544-86082bfe4da4,[3807],0,[3]
2e7a0d20-4c45-5715-a47c-4547babd3ad9,[935],1,[34]
18aa0a41-db24-534d-a5a5-aa1e64df4f4d,"[1369, 217]",2,"[0, 27]"
390145af-1b7d-5900-93dd-09a27344e293,[1546],1,[17]
2014dbea-d1c4-516a-99a2-6bb11f486251,"[230, 231]",2,"[10, 14]"
98ba7038-811b-588d-8b84-ea1754c99a6a,"[2725, 2726]",2,"[10, 25]"
171d7a2b-09be-5730-a2d7-d26702b6c59f,"[1627, 1628]",2,"[7, 28]"
6bc036e1-f0ab-5b5f-aee2-4afa245ca0c5,[1143],1,[25]
50c701d1-5d20-5811-a2c5-d740acb15c8b,[6096],1,[31]
0dff7afa-582c-5bf0-9d92-82dff63412b9,[1055],0,[4]
87cda5ae-7719-5d78-9e90-0389e9eeacf2,[3735],1,[12]
ad207811-022f-5b56-bc61-55be15bdffeb,[5191],0,[8]
194f53c2-f453-57da-986a-37dd9577ec3c,[2910],0,[7]
e7d56c00-968d-51e3-a92c-277d07aa5679,[456],0,[3]
b8dc2831-a011-5293-aa94-42e5a46f4bf5,"[3245, 1230]",2,"[7, 17]"
a5361f7f-c0c8-5720-8867-f486ef943b09,"[1096, 5813]",2,"[4, 31]"
65f0e7b6-e716-5aa2-8641-4a0efe1e0d0b,[5139],1,[15]
7cfb5942-87a7-5a04-bb34-4e678ec74519,"[1067, 3048]",2,"[5, 27]"
1415ede0-e243-5e77-a367-cd1ca2fdb077,[7205],0,[5]
e124cae0-0f35-545c-ad8c-d9c604b41c0e,[3897],1,[20]
e36e2018-8f05-5a9d-9562-36048834e7fd,[5944],1,[23]
0271b704-24a6-5562-9ab9-0435a3022c1f,[1256],1,[20]
1723e5ce-5656-53a6-a312-9c3da43a9deb,[420],0,[9]
99e9dbec-34db-5ae4-9030-007961615c30,[3652],1,[33]
c3f3c63c-a403-5bbf-86c4-68a11e7d6d89,[462],0,[0]
e3dbbe8d-77aa-5d27-9437-a84f5e759051,[6796],1,[20]
740a4ec5-4c4e-59f0-a06c-7e4811902586,[980],1,[28]
fbe62a67-3407-57f3-ab5f-2849495eddd0,[6013],0,[9]
cc237855-5ffc-5bdd-ab65-505eec7c452f,[3351],1,[26]
